Num_Acc,date,temperature,dew_point,humidity,perspitation,wind,wind_speed,wind_gust,pressure,visibility,condition
202300019700,2023-04-22T06:10:00+02:00,9.444444444444445,4.444444444444445,,0.0,ESE,3.0,0.0,0.00029410000000000005,12,N/A
202300019701,2023-06-01T06:23:00+02:00,12.777777777777779,12.222222222222221,,0.0,VAR,2.0,0.0,0.0002932,6,Fair
202300019702,2023-04-21T12:30:00+02:00,10.555555555555555,2.2222222222222223,,0.0,ESE,5.0,0.0,0.00029570000000000003,12,N/A
202300019699,2023-07-04T17:30:00+02:00,22.77777777777778,13.88888888888889,,0.0,NW,13.0,0.0,0.00029920000000000006,6,Fair
202300019704,2023-04-22T14:50:00+02:00,11.666666666666666,9.444444444444445,,0.0,WSW,9.0,16.0,0.0002948,12,Fair
202300019703,2023-06-28T17:55:00+02:00,17.22222222222222,10.0,,0.0,CALM,0.0,0.0,0.00028680000000000003,6,Fair
202300019705,2023-06-29T16:15:00+02:00,17.77777777777778,12.777777777777779,,0.0,VAR,1.0,0.0,0.0002924,,Fair
202300019706,2023-04-21T23:10:00+02:00,11.11111111111111,2.7777777777777777,,0.0,E,4.0,9.0,0.0002949,12,Fair
202300019708,2023-04-22T17:55:00+02:00,16.11111111111111,8.88888888888889,,0.0,SW,9.0,20.0,0.0002949,12,Fair
202300019707,2023-07-04T08:30:00+02:00,15.0,13.88888888888889,,0.0,VAR,3.0,0.0,0.00029460000000000006,,Fair
202300019710,2023-04-22T03:05:00+02:00,8.88888888888889,2.2222222222222223,,0.0,E,6.0,0.0,0.0002947,12,N/A
202300019709,2023-07-04T17:30:00+02:00,17.77777777777778,10.0,,0.0,VAR,2.0,0.0,0.0002963,6,Fair
202300019712,2023-04-21T23:15:00+02:00,11.11111111111111,2.7777777777777777,,0.0,E,4.0,9.0,0.0002949,12,Fair
202300019711,2023-07-04T09:30:00+02:00,15.0,8.88888888888889,,0.0,W,3.0,0.0,0.0002966,6,Fair
202300019713,2023-07-03T23:10:00+02:00,20.555555555555557,9.444444444444445,,0.0,WNW,7.0,16.0,0.0002972,12,Fair
202300019714,2023-07-02T23:30:00+02:00,20.0,8.88888888888889,,0.0,W,10.0,0.0,0.00029640000000000005,6,Mostly Cloudy
202300019715,2023-04-22T00:04:00+02:00,10.0,2.2222222222222223,,0.0,ENE,5.0,0.0,0.000294,6,Fair
202300019716,2023-07-04T06:30:00+02:00,10.0,7.777777777777778,,0.0,W,3.0,0.0,0.00029620000000000004,6,Fair
202300019718,2023-07-03T17:20:00+02:00,23.333333333333332,8.88888888888889,,0.0,W,11.0,20.0,0.00029380000000000004,12,Fair
202300019717,2023-04-22T10:30:00+02:00,6.111111111111111,2.7777777777777777,,0.0,CALM,0.0,0.0,0.0002948,6,Fair
202300019719,2023-04-22T04:05:00+02:00,7.222222222222222,2.7777777777777777,,0.0,VAR,2.0,0.0,0.0002951,6,Fair
202300019720,2023-04-22T15:20:00+02:00,13.333333333333334,10.0,,0.0,WSW,8.0,0.0,0.000295,12,N/A
202300019721,2023-06-14T20:00:00+02:00,28.333333333333332,8.88888888888889,,0.0,NE,5.0,0.0,0.00029690000000000006,12,N/A
202300019724,2023-04-22T01:40:00+02:00,8.88888888888889,2.7777777777777777,,0.0,N,5.0,0.0,0.0002951,6,Fair
202300019722,2023-04-21T13:05:00+02:00,5.0,3.888888888888889,,0.0,N,3.0,0.0,0.0002963,6,Cloudy
202300019723,2023-04-22T15:10:00+02:00,7.777777777777778,7.222222222222222,,0.0,ENE,3.0,0.0,0.00029420000000000005,6,Light Rain
202300019726,2023-04-22T14:40:00+02:00,11.666666666666666,9.444444444444445,,0.0,WSW,9.0,16.0,0.0002948,12,Fair
202300019725,2023-06-14T08:50:00+02:00,19.444444444444443,11.666666666666666,,0.0,NNE,2.0,0.0,0.00029330000000000003,12,N/A
202300019727,2023-07-04T19:50:00+02:00,17.77777777777778,11.11111111111111,,0.0,ESE,3.0,0.0,0.0002974,6,Cloudy
202300019728,2023-07-04T17:15:00+02:00,16.11111111111111,11.11111111111111,,0.0,VAR,1.0,0.0,0.0002974,6,Fair
